gene_symbol	missing_fields	route	safety_gate	recommended_action
PLAU	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLAUR	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLB1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLBD1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLBD1-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLBD2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLCB1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLCB1-IT1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLCB2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLCB3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLCB4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLCD1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLCD3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLCD4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLCE1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLCE1-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLCG1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLCG1-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLCG2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLCH1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLCH2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLCL1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLCL2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLCXD1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLCXD2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLCXD3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLCZ1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLD1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLD2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLD3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLD4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLD5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLD6	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEC	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEK	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEK2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHA1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHA2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHA3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHA4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHA5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHA6	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHA7	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHA8	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHA8P1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHB1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHB2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHD1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHF1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHF2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHG1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHG2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHG3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHG4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHG4B	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHG5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHG6	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHG7	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHH1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHH2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHH3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHJ1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHM1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHM2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHM3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHN1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHO1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHO2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLEKHS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLET1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLG	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLGLB1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLGLB2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLGRKT	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLIN1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLIN2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLIN3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLIN4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLIN5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLK1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLK2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLK3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLK4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLK5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLLP	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLN	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLOD1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLOD2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLOD3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLP2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLPBP	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLPP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLPP2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLPP3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLPP4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLPP5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLPP6	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLPP7	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLPPR1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLPPR2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLPPR3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLPPR4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLPPR5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLRG1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLS3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLS3-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLSCR1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLSCR2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLSCR3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLSCR4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLTP	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLVAP	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLXDC1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLXDC2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLXNA1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLXNA2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLXNA3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLXNA4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLXNB1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLXNB2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLXNB3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLXNC1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PLXND1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PM20D1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PM20D2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PMAIP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PMCH	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PMCHL1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PMEL	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PMEPA1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PMF1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PMFBP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PML	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PMM1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PMM2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
PMP2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
